,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
303," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",Negative,2019-08-30 10:10:00, GreenMonster ,Facebook, #Jealous #GreenEyedMonster ,16.0,32.0, USA ,2019,8,30,10
304," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",Negative,2022-08-03 15:30:00, StormSurvivor ,Twitter, #Devastated #WindsOfBrokenPromises ,25.0,50.0, Australia ,2022,8,3,15
305," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",Negative,2020-12-17 09:20:00, PuzzleComposer ,Instagram, #Frustrated #UnsolvablePuzzle ,12.0,24.0, India ,2020,12,17,9
306," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",Negative,2021-02-28 22:45:00, GildedHeartache ,Facebook, #Envious #GildedPrize ,20.0,40.0, USA ,2021,2,28,22
308," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Negative,2022-01-07 11:10:00, DreamMosaic ,Instagram, #Frustrated #MosaicOfDisappointment ,15.0,30.0, Canada ,2022,1,7,11
310," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",Negative,2023-07-14 23:00:00, DarkWhispers ,Twitter, #Fearful #SpecterOfTheUnknown ,13.0,26.0, UK ,2023,7,14,23
311," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",Negative,2020-04-05 16:20:00, LingeringTaste ,Instagram, #Bitterness #BitterAftertaste ,10.0,20.0, India ,2020,4,5,16
313," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",Negative,2019-12-12 17:00:00, VenomousHeart ,Twitter, #Jealous #HeartOfDiscontent ,16.0,32.0, Australia ,2019,12,12,17
314," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",Negative,2022-05-20 14:50:00, FragileTrust ,Instagram, #Devastated #ShatteredTrust ,25.0,50.0, Canada ,2022,5,20,14
315," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",Negative,2020-09-03 12:15:00, BrokenThreads ,Facebook, #Frustrated #SlippingThreads ,14.0,28.0, UK ,2020,9,3,12
316," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",Negative,2021-02-10 19:30:00, SuccessPill ,Twitter, #Envious #BitterPill ,20.0,40.0, USA ,2021,2,10,19
319," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",Negative,2019-10-15 10:30:00, IcyResentment ,Twitter, #Bitterness #IciclesOfResentment ,15.0,30.0, UK ,2019,10,15,10
322," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",Negative,2023-01-07 03:30:00, NightPrisoner ,Twitter, #Fearful #LurkingMonsters ,18.0,36.0, India ,2023,1,7,3
325," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",Negative,2018-03-17 14:45:00, WoundedGarden ,Twitter, #Jealous #BloomingAchievements ,16.0,32.0, UK ,2018,3,17,14
326," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Negative,2022-10-28 11:15:00, RuinedHeart ,Instagram, #Devastated #EchoesOfShatteredDreams ,25.0,50.0, Australia ,2022,10,28,11
327," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",Negative,2020-11-01 12:30:00, KnotUntangler ,Facebook, #Frustrated #LabyrinthOfMiscommunication ,14.0,28.0, India ,2020,11,1,12
328," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",Negative,2021-01-15 22:10:00, ElusiveKeys ,Twitter, #Envious #DesireForKeys ,20.0,40.0, USA ,2021,1,15,22
330," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Negative,2022-01-07 11:10:00, DreamMosaic ,Twitter, #Frustrated #MosaicOfDisappointment ,15.0,30.0, Canada ,2022,1,7,11
424,"Shattered by betrayal, trust crumbles like fragile glass.          ",Negative,2018-09-10 13:15:00, BrokenTrust     ,Twitter, #Betrayal #ShatteredTrust               ,22.0,45.0, Germany         ,2018,9,10,13
425,"Aching heart, the symphony of pain plays in the silence of solitude. ",Negative,2022-03-20 19:30:00, SilentSufferer  ,Facebook, #Suffering #HeartacheSymphony          ,25.0,50.0, Brazil          ,2022,3,20,19
430,"Soul-crushing disappointment, hopes shattered like fragile glass. ",Negative,2019-10-08 18:30:00, ShatteredHopes  ,Twitter, #Disappointment #CrushedHopes          ,20.0,40.0, Spain        ,2019,10,8,18
434,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Negative,2015-12-15 16:15:00, PoisonedHeart   ,Facebook, #Bitterness #WoundedHeart              ,25.0,50.0, Australia   ,2015,12,15,16
435,"Emotional exhaustion, the weight of the world crushing weary shoulders. ",Negative,2021-09-05 13:30:00, WearySoulCrushed ,Instagram, #Exhaustion #CrushedSpirit             ,35.0,70.0, Canada     ,2021,9,5,13
436,"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Negative,2018-05-22 20:45:00, StringsOfSorrow ,Twitter, #Sorrow #SymphonyOfLoss                ,18.0,35.0, Germany     ,2018,5,22,20
437,"Darkness descends, engulfing the soul in the shadows of despair.  ",Negative,2016-07-10 18:20:00, SoulInShadow    ,Facebook, #Darkness #SoulEngulfed                 ,28.0,55.0, USA         ,2016,7,10,18
438,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Negative,2019-04-30 14:00:00, WhisperedDespair ,Instagram, #Desperation #GlimmerOfHope            ,22.0,45.0, France    ,2019,4,30,14
444,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Negative,2019-10-22 17:00:00, PalateStainer ,Instagram, #Bitterness #StainedTrust ,15.0,30.0, Germany ,2019,10,22,17
448,"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Negative,2016-12-12 10:00:00, TrustWasteland ,Facebook, #Betrayal #ReverberatingPromises ,25.0,50.0, Italy ,2016,12,12,10
453,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",Negative,2020-09-15 18:15:00, RiverOfSorrow ,Instagram, #Sorrow #AutumnLeaves ,22.0,45.0, Canada ,2020,9,15,18
456,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",Negative,2021-01-05 16:20:00, MazeWanderer ,Instagram, #Betrayal #ClosingWalls ,15.0,30.0, Germany ,2021,1,5,16
463,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",Negative,2021-03-02 17:45:00, VenomousGarden ,Instagram, #Betrayal #PoisonedTrust ,25.0,50.0, Canada ,2021,3,2,17
468,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",Negative,2022-01-28 13:45:00, PromiseGallery ,Facebook, #Betrayal #ShatteredVows ,15.0,30.0, Brazil ,2022,1,28,13
550,"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season. ",Negative,2019-11-02 18:45:00, SoccerFanTeamDefeats ,Twitter, #Disappointment #SoccerDefeats ,40.0,80.0, Brazil ,2019,11,2,18
551,"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events. ",Negative,2018-07-10 21:15:00, TennisEnthusiastUnexpectedSetback ,Instagram, #Frustration #TennisSetback ,35.0,70.0, USA ,2018,7,10,21
581,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems ,Negative,2023-05-21 21:00:00, MovieBuff ,Instagram, #SnackCrisis #TeenLife ,18.0,35.0, Canada,2023,5,21,21
583,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife ,Negative,2023-05-23 16:45:00, AudioExplorer ,Twitter, #TeenProblems #LostHeadphones ,20.0,40.0, USA,2023,5,23,16
587,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ",Negative,2023-05-27 21:15:00, ChipExplorer ,Instagram, #TeenChef #CookingFail ,22.0,45.0, Canada,2023,5,27,21
593,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney ,Negative,2023-06-02 14:30:00, MusicalExplorer ,Instagram, #InstrumentLearning #TeenMusic ,28.0,55.0, UK,2023,6,2,14
683,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,Negative,2023-09-11 15:45:00, OverwhelmedHighSchoolStudent ,Twitter, #SchoolChallenges #HighSchoolStruggles ,15.0,28.0, USA,2023,9,11,15
684,Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,Negative,2023-09-12 12:30:00, DealingWithHateHighSchool ,Instagram, #OnlineHate #HighSchoolReality ,18.0,36.0, Canada,2023,9,12,12
685,Had a bad day at school. Everything seems to be going wrong. ,Negative,2023-09-13 16:45:00, ToughDayHighSchool ,Facebook, #BadDay #HighSchoolBlues ,20.0,40.0, UK,2023,9,13,16
686,Feeling down after not making the sports team. Disappointment lingers. ,Negative,2023-09-14 18:20:00, SportsTeamRejectionHighSchool ,Twitter, #Disappointment #HighSchoolSports ,17.0,34.0, USA,2023,9,14,18
687,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,Negative,2023-09-15 14:15:00, CafeteriaConflictHighSchool ,Instagram, #CafeteriaDrama #HighSchoolTension ,21.0,41.0, Canada,2023,9,15,14
688,Received a not-so-great grade on a major project. Academic frustration setting in. ,Negative,2023-09-16 17:30:00, ProjectGradeDisappointmentHighSchool ,Facebook, #AcademicFrustration #HighSchoolStress ,19.0,38.0, UK,2023,9,16,17
689,Dealing with a personal setback. Sometimes life throws unexpected challenges. ,Negative,2023-09-17 20:45:00, PersonalSetbackHighSchool ,Twitter, #LifeChallenges #HighSchoolStruggles ,22.0,44.0, USA,2023,9,17,20
690,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,Negative,2023-09-18 22:00:00, LonelySaturdayHighSchool ,Instagram, #LonelyNights #HighSchoolEmotions ,16.0,31.0, Canada,2023,9,18,22
691,Experiencing cyberbullying. Hateful messages online are disheartening. ,Negative,2023-09-19 15:15:00, CyberbullyingVictimHighSchool ,Facebook, #StopCyberbullying #HighSchoolReality ,14.0,27.0, UK,2023,9,19,15
692,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,Negative,2023-09-20 12:30:00, RainyDayBluesHighSchool ,Twitter, #BadLuck #HighSchoolWeather ,18.0,35.0, USA,2023,9,20,12
693,Missing an important event due to unforeseen circumstances. A day filled with sadness. ,Negative,2023-09-21 16:45:00, MissedOpportunityHighSchool ,Instagram, #MissedChances #HighSchoolRegret ,20.0,39.0, Canada,2023,9,21,16
694,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,Negative,2023-09-22 18:20:00, RumorVictimHighSchool ,Facebook, #RumorMills #HighSchoolDrama ,23.0,46.0, UK,2023,9,22,18
695,Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,Negative,2023-09-23 14:15:00, FlatTireWoesHighSchool ,Twitter, #BadLuckDay #HighSchoolStruggles ,25.0,50.0, USA,2023,9,23,14
696,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,Negative,2023-09-24 17:30:00, FriendMovingAwayHighSchool ,Instagram, #SayingGoodbye #HighSchoolEmotions ,21.0,42.0, Canada,2023,9,24,17
697,Facing rejection from a dream college. Disheartened but determined to explore other paths. ,Negative,2023-09-25 20:45:00, CollegeRejectionHighSchool ,Facebook, #CollegeDreams #HighSchoolJourney ,19.0,37.0, UK,2023,9,25,20
698,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,Negative,2023-09-26 14:15:00, GamingToxicityHighSchool ,Twitter, #OnlineGaming #HighSchoolGamer ,16.0,32.0, USA,2023,9,26,14
699,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,Negative,2023-09-27 17:30:00, BadHairDayBluesHighSchool ,Instagram, #BadHairDay #HighSchoolConfidence ,18.0,36.0, Canada,2023,9,27,17
700,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,Negative,2023-09-28 22:00:00, ProjectFailureDespairHighSchool ,Facebook, #ProjectStruggles #HighSchoolHardships ,21.0,41.0, UK,2023,9,28,22
701,Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,Negative,2023-09-29 15:45:00, OpinionsHateHighSchool ,Twitter, #OnlineOpinions #HighSchoolCriticism ,24.0,48.0, USA,2023,9,29,15
702,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,Negative,2023-09-30 18:20:00, TechMalfunctionWoesHighSchool ,Instagram, #TechIssues #HighSchoolTech ,22.0,43.0, Canada,2023,9,30,18
703,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,Negative,2023-10-01 14:15:00, MissedEventBluesHighSchool ,Facebook, #MissedMoments #HighSchoolRegret ,20.0,39.0, UK,2023,10,1,14
